1.284083750064043147e-17 1.569783734112206730e-07 3.859252046822803095e-07 7.145843596845224965e-07 1.180855633720057085e-06
1.357723255942392670e-17 1.656681405393101159e-07 4.064987138008291367e-07 7.514690878451801836e-07 1.240452093043131754e-06
1.220891700758360875e-17 1.516033734105803887e-07 3.765969154301274102e-07 7.022897534625371918e-07 1.166424567600188311e-06
1.227334941421781428e-17 1.533338434001052519e-07 3.845632932097942103e-07 7.259174026330583729e-07 1.222987293658661656e-06
1.333283046691655893e-17 1.649695775540749310e-07 4.093867289611807792e-07 7.638690249223145656e-07 1.270738266612170264e-06
1.319576663941652225e-17 1.614196918353627552e-07 3.952517317884485237e-07 7.266320380949764512e-07 1.189504018839215860e-06
1.340560333566713665e-17 1.689348181344030309e-07 4.280306313830806175e-07 8.177253789654059801e-07 1.396978063894493971e-06
1.204992296768356619e-17 1.492344807729750755e-07 3.701115360854601022e-07 6.893071713420795277e-07 1.143431063610478304e-06
1.150938525279853920e-17 1.397472288999779266e-07 3.388184097730118083e-07 6.153650247142650187e-07 9.931146678354707547e-07
1.345074423605538048e-17 1.657386832221163786e-07 4.104762183487764560e-07 7.656926186427881476e-07 1.275211388929164968e-06
1.142975505676989688e-17 1.449871689374049311e-07 3.679961082525551319e-07 7.014328957666293718e-07 1.191312776427366771e-06
1.179581308350727609e-17 1.446069006760808406e-07 3.549668576852127444e-07 6.541770858348172624e-07 1.073393832484725863e-06
1.181322358104029222e-17 1.460882401715934975e-07 3.600521267799194902e-07 6.644325480920088012e-07 1.089908664653194137e-06
1.330671058471397198e-17 1.677512670994474320e-07 4.239272755057754694e-07 8.058054845605511218e-07 1.366818082715326454e-06
1.181422860548454415e-17 1.479602644849364879e-07 3.705675624132709345e-07 6.966854471102124080e-07 1.166745164482563268e-06
1.357205358160873220e-17 1.705686685227192356e-07 4.297264695196645334e-07 8.142669685184955597e-07 1.376668933517066762e-06
1.316134186386390290e-17 1.623621699309296673e-07 4.019734092253202107e-07 7.488186497539572883e-07 1.244606551153992768e-06
1.292902074420287210e-17 1.628150982924125856e-07 4.125198529436602257e-07 7.881210990490217227e-07 1.345941200270317495e-06
1.261101529360992337e-17 1.520664909548941068e-07 3.683875604565400863e-07 6.715999916195869446e-07 1.091902163352642674e-06
1.269523468767700988e-17 1.542797605225132429e-07 3.754814770218217745e-07 6.862006216579175089e-07 1.116605972129036672e-06
1.234009213630288043e-17 1.542252903163898736e-07 3.871134310884372098e-07 7.315009611374989618e-07 1.233782541021355428e-06
1.268504795843341935e-17 1.601395211991984979e-07 4.065353778059943579e-07 7.781716249155579135e-07 1.331725684394768905e-06
1.155862896902504604e-17 1.443818717916656169e-07 3.601879825509968214e-07 6.736229352100053802e-07 1.120819661082350649e-06
1.238911582248644817e-17 1.515857945832976839e-07 3.727820114818314323e-07 6.903766234245267697e-07 1.141207690125156660e-06
1.181022918722285026e-17 1.461567364913207712e-07 3.628306330938357860e-07 6.773986456209968310e-07 1.127871996686735656e-06
1.299045462111657291e-17 1.580061734784976579e-07 3.855209627090516733e-07 7.070815968290844467e-07 1.155611585090809967e-06
1.275719961454396974e-17 1.572540782035503071e-07 3.875167635669640731e-07 7.164208000176586211e-07 1.178918068944767583e-06
1.192774921839009656e-17 1.484949478935959633e-07 3.711069496148411417e-07 6.979358886383124627e-07 1.171156895907188300e-06
1.168896037351951363e-17 1.440093200244518812e-07 3.559216565918177366e-07 6.614409926442021970e-07 1.095839479603455402e-06
1.286901623538766291e-17 1.577463990543037653e-07 3.880149392898601945e-07 7.177304723882116377e-07 1.183540462079690769e-06
1.230118900491389898e-17 1.515148397857046803e-07 3.733258324700727826e-07 6.905127065692795441e-07 1.137473304879677016e-06
1.184097135468838353e-17 1.455665881167078624e-07 3.585985552945203381e-07 6.638858849328244105e-07 1.095469201572996099e-06
1.211489056017409354e-17 1.495940722406885470e-07 3.701528328292624792e-07 6.880678142806573305e-07 1.139400410465896130e-06
1.282821224295103461e-17 1.615293570011999691e-07 4.078003144059039187e-07 7.743956302874721587e-07 1.312025233346503228e-06
