timepoint_id,sample_id,beta_param,gamma_param,I_sol,R_sol,S_sol
2,29,0.0001,0.15208429098129272,3.2737810611724854,1.0368717908859253,996.6893920898438
3,29,0.0001,0.15208429098129272,3.102184772491455,1.5347625017166138,996.3630981445312
4,29,0.0001,0.15208429098129272,2.939481258392334,2.0065560340881348,996.053955078125
0,30,0.02754897251725197,0.13495130836963654,1.0,1.3495131227780899e-11,1000.0
1,30,0.0001,0.13495130836963654,3.6227846145629883,0.4679115414619446,996.9093017578125
2,30,0.0001,0.13495130836963654,3.4950437545776367,0.9568110704421997,996.5481567382812
3,30,0.0001,0.13495130836963654,3.371680974960327,1.4284718036651611,996.1998901367188
4,30,0.0001,0.13495130836963654,3.2525551319122314,1.8834846019744873,995.8639526367188
0,31,0.02703818306326866,0.14926819503307343,1.0,1.4926820196548007e-11,1000.0
1,31,0.0001,0.14926819503307343,3.524423360824585,0.510497510433197,996.965087890625
2,31,0.0001,0.14926819503307343,3.3497116565704346,1.0365818738937378,996.6137084960938
3,31,0.0001,0.14926819503307343,3.1835432052612305,1.5365872383117676,996.2799072265625
4,31,0.0001,0.14926819503307343,3.0255112648010254,2.011789083480835,995.9627075195312
0,32,0.027620377019047737,0.17840777337551117,1.0,1.784077746647128e-11,1000.0
1,32,0.0001,0.17840777337551117,3.4790494441986084,0.6190352439880371,996.9019165039062
2,32,0.0001,0.17840777337551117,3.2051870822906494,1.2397246360778809,996.5551147460938
3,32,0.0001,0.17840777337551117,2.9527714252471924,1.8115549087524414,996.2357177734375
4,32,0.0001,0.17840777337551117,2.720139503479004,2.3383524417877197,995.9415283203125
0,33,0.026229377835989,0.12534120678901672,1.0,1.2534120442941887e-11,1000.0
1,33,0.0001,0.12534120678901672,3.5272085666656494,0.41981324553489685,997.052978515625
2,33,0.0001,0.12534120678901672,3.4367854595184326,0.8619178533554077,996.7012939453125
3,33,0.0001,0.12534120678901672,3.348559617996216,1.2926887273788452,996.3587646484375
4,33,0.0001,0.12534120678901672,3.262483596801758,1.7124011516571045,996.025146484375
0,34,0.02739301137626171,0.1731419861316681,1.0,1.731419868589157e-11,1000.0
1,34,0.0001,0.1731419861316681,3.4760591983795166,0.5973032116889954,996.9266357421875
2,34,0.0001,0.1731419861316681,3.220745086669922,1.1991549730300903,996.580078125
3,34,0.0001,0.1731419861316681,2.984071969985962,1.7568012475967407,996.2590942382812
4,34,0.0001,0.1731419861316681,2.7646946907043457,2.2734692096710205,995.9617919921875
0,35,0.027870208024978638,0.17529428005218506,1.0,1.7529427562279487e-11,1000.0
1,35,0.0001,0.17529428005218506,3.5131068229675293,0.6122226715087891,996.8746337890625
2,35,0.0001,0.17529428005218506,3.2474920749664307,1.2280502319335938,996.5244140625
3,35,0.0001,0.17529428005218506,3.0018458366394043,1.7973170280456543,996.2008056640625
4,35,0.0001,0.17529428005218506,2.7746834754943848,2.3235232830047607,995.9017944335938
0,36,0.027199015021324158,0.10521669685840607,1.0,1.052166947318467e-11,1000.0
1,36,0.0001,0.10521669685840607,3.691056251525879,0.361781507730484,996.9471435546875
2,36,0.0001,0.10521669685840607,3.6706743240356445,0.7501422166824341,996.5791625976562
3,36,0.0001,0.10521669685840607,3.6502697467803955,1.1363584995269775,996.21337890625
4,36,0.0001,0.10521669685840607,3.629845142364502,1.5204278230667114,995.8497314453125
0,37,0.027091993018984795,0.11497578769922256,1.0,1.1497578930597108e-11,1000.0
1,37,0.0001,0.11497578769922256,3.6469619274139404,0.3941291272640228,996.9588623046875
2,37,0.0001,0.11497578769922256,3.5912368297576904,0.8134414553642273,996.5952758789062
3,37,0.0001,0.11497578769922256,3.5362324714660645,1.226346731185913,996.2373657226562
4,37,0.0001,0.11497578769922256,3.4819440841674805,1.6329278945922852,995.8850708007812
0,38,0.02606804668903351,0.17553970217704773,1.0,1.7553970430017607e-11,1000.0
1,38,0.0001,0.17553970217704773,3.344390869140625,0.5846043825149536,997.0709838867188
2,38,0.0001,0.17553970217704773,3.0907769203186035,1.1716777086257935,996.737548828125
3,38,0.0001,0.17553970217704773,2.856292247772217,1.7142318487167358,996.429443359375
4,38,0.0001,0.17553970217704773,2.6395089626312256,2.2156245708465576,996.1448364257812
0,39,0.02776036038994789,0.10009888559579849,1.0,1.0009888751216778e-11,1000.0
1,39,0.0001,0.10009888559579849,3.7647502422332764,0.3492874205112457,996.8859252929688
2,39,0.0001,0.10009888559579849,3.7632055282592773,0.726134717464447,996.5106201171875
3,39,0.0001,0.10009888559579849,3.7615203857421875,1.1028274297714233,996.1356201171875
4,39,0.0001,0.10009888559579849,3.759694814682007,1.4793514013290405,995.7609252929688
0,40,0.027187172323465347,0.13326160609722137,1.0,1.3326160487603378e-11,1000.0
1,40,0.0001,0.13326160609722137,3.593562126159668,0.4577338695526123,996.94873046875
2,40,0.0001,0.13326160609722137,3.472937822341919,0.9366177320480347,996.5904541015625
3,40,0.0001,0.13326160609722137,3.35623836517334,1.399427056312561,996.244384765625
4,40,0.0001,0.13326160609722137,3.2433438301086426,1.8466846942901611,995.9099731445312
0,41,0.02683543972671032,0.12168972939252853,1.0,1.2168973294313101e-11,1000.0
1,41,0.0001,0.12168972939252853,3.598820209503174,0.41426074504852295,996.9869384765625
2,41,0.0001,0.12168972939252853,3.5196785926818848,0.8522002100944519,996.6281127929688
3,41,0.0001,0.12168972939252853,3.442150831222534,1.2805088758468628,996.27734375
4,41,0.0001,0.12168972939252853,3.3662102222442627,1.6993833780288696,995.9344482421875
0,42,0.027384556829929352,0.11630786210298538,1.0,1.163078661159389e-11,1000.0
1,42,0.0001,0.11630786210298538,3.6712076663970947,0.40174391865730286,996.9270629882812
2,42,0.0001,0.11630786210298538,3.6102099418640137,0.8287342190742493,996.56103515625
3,42,0.0001,0.11630786210298538,3.550093650817871,1.2486300468444824,996.2012939453125
4,42,0.0001,0.11630786210298538,3.4908504486083984,1.6615338325500488,995.8475952148438
0,43,0.02736659161746502,0.16022832691669464,1.0,1.6022832366457962e-11,1000.0
1,43,0.0001,0.16022832691669464,3.5180411338806152,0.5525590181350708,996.929443359375
2,43,0.0001,0.16022832691669464,3.305075168609619,1.1162488460540771,996.5786743164062
3,43,0.0001,0.16022832691669464,3.1048851013183594,1.6458154916763306,996.2493286132812
4,43,0.0001,0.16022832691669464,2.9167184829711914,2.143306016921997,995.9400024414062
0,44,0.02771587297320366,0.15495645999908447,1.0,1.5495646432661658e-11,1000.0
1,44,0.0001,0.15495645999908447,3.569375514984131,0.5393232703208923,996.8912963867188
2,44,0.0001,0.15495645999908447,3.372105598449707,1.092421054840088,996.5354614257812
3,44,0.0001,0.15495645999908447,3.1856184005737305,1.6149506568908691,996.1994018554688
4,44,0.0001,0.15495645999908447,3.0093374252319336,2.1085827350616455,995.882080078125
0,45,0.026010265573859215,0.11405212432146072,1.0,1.1405212711756985e-11,1000.0
1,45,0.0001,0.11405212432146072,3.5433833599090576,0.379868745803833,997.0767822265625
2,45,0.0001,0.11405212432146072,3.4925553798675537,0.7839991450309753,996.7234497070312
3,45,0.0001,0.11405212432146072,3.442333221435547,1.1823325157165527,996.3753662109375
4,45,0.0001,0.11405212432146072,3.3927135467529297,1.5749379396438599,996.0323486328125
0,46,0.02749931626021862,0.14837205410003662,1.0,1.483720611650252e-11,1000.0
1,46,0.0001,0.14837205410003662,3.571563243865967,0.5136024951934814,996.9148559570312
2,46,0.0001,0.14837205410003662,3.397697687149048,1.0435227155685425,996.5587768554688
3,46,0.0001,0.14837205410003662,3.232174873352051,1.5476460456848145,996.2201538085938
4,46,0.0001,0.14837205410003662,3.07460618019104,2.0272104740142822,995.898193359375
0,47,0.026219917461276054,0.11696722358465195,1.0,1.1696722583554031e-11,1000.0
1,47,0.0001,0.11696722358465195,3.554311990737915,0.39175426959991455,997.0538940429688
2,47,0.0001,0.11696722358465195,3.4929580688476562,0.8074923157691956,996.6995239257812
3,47,0.0001,0.11696722358465195,3.432539463043213,1.2160539627075195,996.3513793945312
4,47,0.0001,0.11696722358465195,3.373046398162842,1.6175485849380493,996.0093994140625
0,48,0.027940750122070312,0.1669527292251587,1.0,1.6695273635791708e-11,1000.0
1,48,0.0001,0.1669527292251587,3.548814535140991,0.5842747092247009,996.866943359375
2,48,0.0001,0.1669527292251587,3.3100998401641846,1.1767590045928955,996.5131225585938
3,48,0.0001,0.1669527292251587,3.0873255729675293,1.7293891906738281,996.1832885742188
4,48,0.0001,0.1669527292251587,2.8794422149658203,2.244826555252075,995.875732421875
0,49,0.02656397596001625,0.12993261218070984,1.0,1.2993260981031263e-11,1000.0
1,49,0.0001,0.12993261218070984,3.5443825721740723,0.4390506148338318,997.0166015625
2,49,0.0001,0.12993261218070984,3.437232494354248,0.8995814919471741,996.6632080078125
3,49,0.0001,0.12993261218070984,3.333200216293335,1.346190094947815,996.3206176757812
4,49,0.0001,0.12993261218070984,3.2322022914886475,1.779281497001648,995.988525390625
0,50,0.02604740299284458,0.1392810344696045,1.0,1.3928103462235164e-11,1000.0
1,50,0.0001,0.1392810344696045,3.463024854660034,0.4640469551086426,997.0729370117188
2,50,0.0001,0.1392810344696045,3.3259799480438232,0.9463806748390198,996.7276611328125
3,50,0.0001,0.1392810344696045,3.1942436695098877,1.4096266031265259,996.3961181640625
4,50,0.0001,0.1392810344696045,3.0676193237304688,1.8545241355895996,996.077880859375
0,51,0.026246942579746246,0.10914573073387146,1.0,1.0914573064790822e-11,1000.0
1,51,0.0001,0.10914573073387146,3.5831804275512695,0.36590033769607544,997.0509033203125
2,51,0.0001,0.10914573073387146,3.5493531227111816,0.7569891810417175,996.6936645507812
3,51,0.0001,0.10914573073387146,3.5157179832458496,1.1443859338760376,996.3399047851562
4,51,0.0001,0.10914573073387146,3.4822773933410645,1.5281115770339966,995.9896240234375
0,52,0.026944901794195175,0.1460058093070984,1.0,1.4600581160761905e-11,1000.0
1,52,0.0001,0.1460058093070984,3.5266306400299072,0.4981573224067688,996.9751586914062
2,52,0.0001,0.1460058093070984,3.36331844329834,1.0130658149719238,996.6235961914062
3,52,0.0001,0.1460058093070984,3.2074506282806396,1.5041298866271973,996.2883911132812
4,52,0.0001,0.1460058093070984,3.0586986541748047,1.9724363088607788,995.9688110351562
0,53,0.026590470224618912,0.16373510658740997,1.0,1.6373510186573625e-11,1000.0
1,53,0.0001,0.16373510658740997,3.432852268218994,0.5531636476516724,997.0139770507812
2,53,0.0001,0.16373510658740997,3.21303391456604,1.1152421236038208,996.6716918945312
3,53,0.0001,0.16373510658740997,3.007181406021118,1.6413285732269287,996.3515014648438
4,53,0.0001,0.16373510658740997,2.8144211769104004,2.133709669113159,996.0518798828125
0,54,0.026391461491584778,0.17629480361938477,1.0,1.76294812082034e-11,1000.0
1,54,0.0001,0.17629480361938477,3.3719842433929443,0.5922386050224304,997.0357666015625
2,54,0.0001,0.17629480361938477,3.1137197017669678,1.1867018938064575,996.6995849609375
3,54,0.0001,0.17629480361938477,2.875131368637085,1.735634446144104,996.3892211914062
4,54,0.0001,0.17629480361938477,2.654735803604126,2.2425053119659424,996.1027221679688
0,55,0.02768530137836933,0.10626868158578873,1.0,1.0626868308938331e-11,1000.0
1,55,0.0001,0.10626868158578873,3.7357656955718994,0.37003955245018005,996.8941650390625
2,55,0.0001,0.10626868158578873,3.7111868858337402,0.7670344114303589,996.521728515625
3,55,0.0001,0.10626868158578873,3.686631917953491,1.1614173650741577,996.1519165039062
4,55,0.0001,0.10626868158578873,3.6621029376983643,1.55319082736969,995.78466796875
0,56,0.026751115918159485,0.14180490374565125,1.0,1.4180490982840244e-11,1000.0
1,56,0.0001,0.14180490374565125,3.5223093032836914,0.4814046621322632,996.9962768554688
2,56,0.0001,0.14180490374565125,3.3740015029907227,0.98088538646698,996.6451416015625
3,56,0.0001,0.14180490374565125,3.2318198680877686,1.4593353271484375,996.308837890625
4,56,0.0001,0.14180490374565125,3.0955209732055664,1.9176232814788818,995.9868774414062
0,57,0.027145901694893837,0.1494869738817215,1.0,1.494869679430355e-11,1000.0
1,57,0.0001,0.1494869738817215,3.5339622497558594,0.5126920938491821,996.9533081054688
2,57,0.0001,0.1494869738817215,3.3580002784729004,1.040973424911499,996.6010131835938
3,57,0.0001,0.1494869738817215,3.1906816959381104,1.5429507493972778,996.266357421875
4,57,0.0001,0.1494869738817215,3.0315933227539062,2.01991605758667,995.948486328125
0,58,0.027392428368330002,0.1423960030078888,1.0,1.4239600817922415e-11,1000.0
1,58,0.0001,0.1423960030078888,3.581951856613159,0.49162256717681885,996.9263916015625
2,58,0.0001,0.1423960030078888,3.428990602493286,1.001678228378296,996.5693359375
3,58,0.0001,0.1423960030078888,3.2824387550354004,1.489952802658081,996.2276000976562
4,58,0.0001,0.1423960030078888,3.142038106918335,1.957358956336975,995.9005737304688
0,59,0.02651207149028778,0.1589275598526001,1.0,1.5892755861335317e-11,1000.0
1,59,0.0001,0.1589275598526001,3.4416489601135254,0.5358692407608032,997.0225219726562
2,59,0.0001,0.1589275598526001,3.237816095352173,1.0828421115875244,996.6793823242188
3,59,0.0001,0.1589275598526001,3.0459444522857666,1.597420334815979,996.3566284179688
4,59,0.0001,0.1589275598526001,2.865344524383545,2.0815048217773438,996.0531616210938
0,60,0.026040751487016678,0.11629173159599304,1.0,1.1629173318761232e-11,1000.0
1,60,0.0001,0.11629173159599304,3.5389297008514404,0.38762375712394714,997.073486328125
2,60,0.0001,0.11629173159599304,3.480238676071167,0.799172043800354,996.7205810546875
3,60,0.0001,0.11629173159599304,3.422398328781128,1.2038949728012085,996.3737182617188
4,60,0.0001,0.11629173159599304,3.3654003143310547,1.6018916368484497,996.03271484375
0,61,0.02674967050552368,0.12051546573638916,1.0,1.205154639277728e-11,1000.0
1,61,0.0001,0.12051546573638916,3.5944018363952637,0.40934568643569946,996.9962158203125
2,61,0.0001,0.12051546573638916,3.5195813179016113,0.8425267338752747,996.6378784179688
3,61,0.0001,0.12051546573638916,3.4461922645568848,1.266690731048584,996.287109375
4,61,0.0001,0.12051546573638916,3.3742125034332275,1.6820101737976074,995.9437866210938
0,62,0.026650168001651764,0.10721513628959656,1.0,1.0721513954425888e-11,1000.0
1,62,0.0001,0.10721513628959656,3.6296892166137695,0.3633376955986023,997.0069580078125
2,62,0.0001,0.10721513628959656,3.602414131164551,0.752495288848877,996.6450805664062
3,62,0.0001,0.10721513628959656,3.5752134323120117,1.1387286186218262,996.2860107421875
4,62,0.0001,0.10721513628959656,3.5480899810791016,1.522045612335205,995.9298706054688
0,63,0.02678728476166725,0.14855025708675385,1.0,1.4855025196047755e-11,1000.0
1,63,0.0001,0.14855025708675385,3.502896308898926,0.5046973824501038,996.992431640625
2,63,0.0001,0.14855025708675385,3.3317763805389404,1.0250535011291504,996.6431884765625
3,63,0.0001,0.14855025708675385,3.1688992977142334,1.5199898481369019,996.3111572265625
4,63,0.0001,0.14855025708675385,3.0138795375823975,1.9907306432724,995.9954223632812
0,64,0.0263485349714756,0.1379472315311432,1.0,1.3794723176252521e-11,1000.0
