timepoint_id,sample_id,model_0/beta_param,model_0/delta_param,model_0/alpha_param,model_1/beta_param,model_1/gamma_param,model_0_weight,model_1_weight,model_0/total_population_param,model_0/pS_param,model_0/dnh_param,model_0/gamma_param,model_0/hosp_param,model_0/dh_param,model_0/los_param,model_0/tau_param,model_1/total_population_param,model_1/dnh_param,model_1/hosp_param,model_1/dh_param,model_1/los_param,Infected_sol,Hospitalizations_sol,timepoint_days
0,0,0.577407956123352,1.5414538383483887,3.6859636306762695,0.5160860419273376,0.13212983310222626,0.9436540007591248,0.05634598806500435,100000.0,0.699999988079071,0.0010000000474974513,0.20000000298023224,0.10000000149011612,0.10000000149011612,7.0,30.0,100000.0,0.0010000000474974513,0.10000000149011612,0.10000000149011612,7.0,1.0,1.9617580129804857e-12,0.0
1,0,0.577407956123352,1.5414538383483887,3.6859636306762695,0.5160860419273376,0.13212983310222626,0.9436540007591248,0.05634598806500435,100000.0,0.699999988079071,0.0010000000474974513,0.20000000298023224,0.10000000149011612,0.10000000149011612,7.0,30.0,100000.0,0.0010000000474974513,0.10000000149011612,0.10000000149011612,7.0,0.9480640292167664,0.01719011925160885,1.0
2,0,0.577407956123352,1.5414538383483887,3.6859636306762695,0.5160860419273376,0.13212983310222626,0.9436540007591248,0.05634598806500435,100000.0,0.699999988079071,0.0010000000474974513,0.20000000298023224,0.10000000149011612,0.10000000149011612,7.0,30.0,100000.0,0.0010000000474974513,0.10000000149011612,0.10000000149011612,7.0,1.066840648651123,0.031743988394737244,2.0
3,0,0.577407956123352,1.5414538383483887,3.6859636306762695,0.5160860419273376,0.13212983310222626,0.9436540007591248,0.05634598806500435,100000.0,0.699999988079071,0.0010000000474974513,0.20000000298023224,0.10000000149011612,0.10000000149011612,7.0,30.0,100000.0,0.0010000000474974513,0.10000000149011612,0.10000000149011612,7.0,1.310190200805664,0.04602520912885666,3.0
4,0,0.577407956123352,1.5414538383483887,3.6859636306762695,0.5160860419273376,0.13212983310222626,0.9436540007591248,0.05634598806500435,100000.0,0.699999988079071,0.0010000000474974513,0.20000000298023224,0.10000000149011612,0.10000000149011612,7.0,30.0,100000.0,0.0010000000474974513,0.10000000149011612,0.10000000149011612,7.0,1.66862154006958,0.06171417236328125,4.0
0,1,0.5098549127578735,1.3776698112487793,4.985544681549072,0.5789006352424622,0.10832753032445908,0.7740275263786316,0.22597245872020721,100000.0,0.699999988079071,0.0010000000474974513,0.20000000298023224,0.10000000149011612,0.10000000149011612,7.0,30.0,100000.0,0.0010000000474974513,0.10000000149011612,0.10000000149011612,7.0,1.0,1.7928456028798445e-12,0.0
1,1,0.5098549127578735,1.3776698112487793,4.985544681549072,0.5789006352424622,0.10832753032445908,0.7740275263786316,0.22597245872020721,100000.0,0.699999988079071,0.0010000000474974513,0.20000000298023224,0.10000000149011612,0.10000000149011612,7.0,30.0,100000.0,0.0010000000474974513,0.10000000149011612,0.10000000149011612,7.0,1.040595293045044,0.01618536002933979,1.0
2,1,0.5098549127578735,1.3776698112487793,4.985544681549072,0.5789006352424622,0.10832753032445908,0.7740275263786316,0.22597245872020721,100000.0,0.699999988079071,0.0010000000474974513,0.20000000298023224,0.10000000149011612,0.10000000149011612,7.0,30.0,100000.0,0.0010000000474974513,0.10000000149011612,0.10000000149011612,7.0,1.2505321502685547,0.030655188485980034,2.0
3,1,0.5098549127578735,1.3776698112487793,4.985544681549072,0.5789006352424622,0.10832753032445908,0.7740275263786316,0.22597245872020721,100000.0,0.699999988079071,0.0010000000474974513,0.20000000298023224,0.10000000149011612,0.10000000149011612,7.0,30.0,100000.0,0.0010000000474974513,0.10000000149011612,0.10000000149011612,7.0,1.6482144594192505,0.04574400931596756,3.0
4,1,0.5098549127578735,1.3776698112487793,4.985544681549072,0.5789006352424622,0.10832753032445908,0.7740275263786316,0.22597245872020721,100000.0,0.699999988079071,0.0010000000474974513,0.20000000298023224,0.10000000149011612,0.10000000149011612,7.0,30.0,100000.0,0.0010000000474974513,0.10000000149011612,0.10000000149011612,7.0,2.2960293292999268,0.06379379332065582,4.0
0,2,0.5477938652038574,1.4327316284179688,4.508443832397461,0.5070562958717346,0.10606362670660019,0.5223217606544495,0.47767820954322815,100000.0,0.699999988079071,0.0010000000474974513,0.20000000298023224,0.10000000149011612,0.10000000149011612,7.0,30.0,100000.0,0.0010000000474974513,0.10000000149011612,0.10000000149011612,7.0,1.0,1.5512864430522466e-12,0.0
1,2,0.5477938652038574,1.4327316284179688,4.508443832397461,0.5070562958717346,0.10606362670660019,0.5223217606544495,0.47767820954322815,100000.0,0.699999988079071,0.0010000000474974513,0.20000000298023224,0.10000000149011612,0.10000000149011612,7.0,30.0,100000.0,0.0010000000474974513,0.10000000149011612,0.10000000149011612,7.0,1.1783984899520874,0.014814251102507114,1.0
2,2,0.5477938652038574,1.4327316284179688,4.508443832397461,0.5070562958717346,0.10606362670660019,0.5223217606544495,0.47767820954322815,100000.0,0.699999988079071,0.0010000000474974513,0.20000000298023224,0.10000000149011612,0.10000000149011612,7.0,30.0,100000.0,0.0010000000474974513,0.10000000149011612,0.10000000149011612,7.0,1.5419120788574219,0.029804952442646027,2.0
