Timestep,immune_population,infected_population,susceptible_population
0.1,0.019825272262096405,0.9894606471061707,999.99072265625
0.2,0.03944159299135208,0.9790322780609131,999.9815063476562
0.3,0.05885117128491402,0.9687137007713318,999.9723510742188
