Location,TOTAL,0 - 4,5 - 9,10 - 14,15 - 19,20 - 24,25 - 29,30 - 34,35 - 39,40 - 44,45 - 49,50 - 54,55 - 59,60 - 64,65 - 69,70 - 74,75 - 79,80 - 84,85 - 89,90 - 94,95 - 99,100+
India,1312486077,117301588,120191706,122973562,123093340,121023968,114154443,103694361,93660375,83566074,73449719,62695058,51777421,41993043,32625624,23453890,15085748,7994289,2996558,672971,78091,4248
