Location,TOTAL,0 - 4,5 - 9,10 - 14,15 - 19,20 - 24,25 - 29,30 - 34,35 - 39,40 - 44,45 - 49,50 - 54,55 - 59,60 - 64,65 - 69,70 - 74,75 - 79,80 - 84,85 - 89,90 - 94,95 - 99,100+
Belgium,11401905,653020,670944,628093,628748,679362,737197,746166,753900,745354,789323,820408,771431,684477,614677,461583,387952,316655,200896,88158,20015,3546
