X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16
3.433354767,0.708174486,0.501196443,0.133629821,0.295551424,1.011271961,1.562275729,0.817025816,0.186111875,0.149114512,0.429075366,0.31803083,0.155378298,0.147330126,0.059717999,0.08000076
0.918738699,5.471858297,0.771819985,0.201295613,0.126725302,0.403315109,1.158774897,0.894599296,0.653989549,0.282860458,0.190648323,0.253699479,0.200143197,0.056222169,0.066688899,0.054307514
0.301012342,0.976614305,8.814611775,0.877492409,0.579868042,0.254502995,0.418692145,1.180393091,1.212395828,0.715935736,0.148247466,0.229134206,0.271375713,0.115394046,0.071326886,0.069104015
0.250960657,0.588165829,1.238134917,7.588224826,1.655134205,0.682127921,0.299140569,0.526367245,0.825639948,1.208739575,0.331746648,0.084999614,0.077446451,0.09148703,0.004687557,0.005200677
0.05542132,0.478286105,0.504278412,2.202155332,6.248384927,2.026125294,1.697658544,0.68770213,1.473976236,1.529449345,0.855054939,0.291804405,0.128388401,0.082239468,0.104758321,0.10908168
0.545602174,0.061059459,0.015315283,0.469659991,1.271145186,4.053199912,1.838385423,1.273790113,1.172393466,0.761288477,0.84615794,0.199726681,0.029045463,0.047404957,0.013091208,0.056458832
0.674426246,0.766886231,0.184716403,0.483448748,0.949131315,1.60678715,3.881849986,2.582736977,1.390616656,1.124794939,0.546591342,0.545742979,0.140567119,0.09411408,0.012364892,0.164537798
0.850368202,0.77616379,0.730681053,0.369303483,0.240607706,0.799924224,1.527023792,2.824511304,1.86902036,0.773905228,0.551836144,0.294278043,0.187054184,0.109413417,0.160419783,0.012682857
0.302587933,0.243995449,0.873764843,0.548526673,0.709873224,1.213599887,1.162386696,1.474908169,2.824160744,1.244328415,0.784103556,0.088101228,0.142054584,0.116957414,0.148174785,0.041464981
0.01947534,0.027214351,0.374002522,0.907919816,0.814821206,1.212942213,1.208748667,2.086638984,1.269893947,3.825358796,0.846507438,0.46314689,0.072950807,0.056002772,0.049125459,0.00818389
0.180076647,0.366867389,0.2630297,0.389836582,1.133703894,1.668529126,0.995189998,1.040403688,1.543597877,1.307074727,2.233945772,0.919880109,0.594634442,0.21357346,0.186289406,0.228020435
0.299966869,0.096824459,0.146819741,0.184047132,0.635411532,0.912271638,1.241809561,0.893293249,1.053617233,0.857945773,1.241051426,1.733285057,0.547929795,0.174734216,0.073160117,0.182289406
0.073624933,0.016697884,0.057495495,0.084574647,0.253538059,0.494059702,0.831056191,0.730726011,0.656788023,0.535116693,0.376491827,0.800030881,2.384264256,0.871832676,0.722373802,0.29307879
0.038913474,0.174463172,0.040046359,0.044347311,0.094768365,0.182215127,0.486888225,0.581243035,0.700558105,0.44130391,0.094341792,0.367699871,0.469875356,1.502258868,0.391610105,0.251520682
0.024661148,0.153536994,0.202169448,0.265779265,0.072466137,0.240987598,0.234956468,0.501210861,0.604817623,0.551224183,0.690589042,0.241199743,1.09940146,0.54189659,1.156187511,0.51350127
1.41992E-60,3.30641E-52,1.11168E-45,1.21726E-42,3.28707E-47,0.054632505,0.214031901,0.018905922,0.059987841,0.05257872,0.281864681,0.161229447,0.096491677,0.344539253,0.660643528,0.48711017
