Location,TOTAL,0 - 4,5 - 9,10 - 14,15 - 19,20 - 24,25 - 29,30 - 34,35 - 39,40 - 44,45 - 49,50 - 54,55 - 59,60 - 64,65 - 69,70 - 74,75 - 79,80 - 84,85 - 89,90 - 94,95 - 99,100+
UK,65344284,3932506,3952412,3533745,3761326,4331975,4622242,4356783,4045096,4133538,4695848,4698073,4115754,3468838,3578074,2800537,2101644,1541021,986715,496488,159079,32590
