Location,TOTAL,0 - 4,5 - 9,10 - 14,15 - 19,20 - 24,25 - 29,30 - 34,35 - 39,40 - 44,45 - 49,50 - 54,55 - 59,60 - 64,65 - 69,70 - 74,75 - 79,80 - 84,85 - 89,90 - 94,95 - 99,100+
US,322941311,19921759,20434232,20621321,21129270,22344607,22913093,21818912,20779399,19679819,20909192,21797837,21940362,19449437,16799653,11789654,8363123,5868100,3883006,1884885,532451,81199
